,index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,tdelta,fom
342,0,February,2017-02-17 00:00:00,08:09:00,2017-02-22 00:00:00,19:30:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,254,169250,131.35,22230987.5
343,0,February,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Arkansas,SPP,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,0.5,0.0
344,0,February,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Missouri,SPP,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,0.5,0.0
345,0,February,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Oklahoma,SPP,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,0.5,0.0
346,0,February,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Texas,SPP,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,0.5,0.0
347,0,March,03/01/2017,11:49:00,03/02/2017,21:30:00,Kentucky,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,32858,33.68333333333333,1106766.9666666666
348,0,March,03/01/2017,11:49:00,03/02/2017,21:30:00,Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,32858,33.68333333333333,1106766.9666666666
349,0,March,03/01/2017,11:49:00,03/02/2017,21:30:00,West Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,32858,33.68333333333333,1106766.9666666666
350,0,March,03/01/2017,08:30:00,03/01/2017,14:00:00,Kentucky,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,29000,5.5,159500.0
351,0,March,03/01/2017,08:30:00,03/01/2017,14:00:00,Tennessee,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,29000,5.5,159500.0
352,0,March,03/02/2017,12:20:00,03/02/2017,23:45:00,Connecticut,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,9052,11.416666666666666,103343.66666666666
353,0,March,03/02/2017,12:20:00,03/02/2017,23:45:00,Massachusetts,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,9052,11.416666666666666,103343.66666666666
354,0,March,03/02/2017,12:20:00,03/02/2017,23:45:00,Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,9052,11.416666666666666,103343.66666666666
355,0,March,03/02/2017,12:20:00,03/02/2017,23:45:00,New Hampshire,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,9052,11.416666666666666,103343.66666666666
356,0,March,03/02/2017,12:20:00,03/02/2017,23:45:00,Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,9052,11.416666666666666,103343.66666666666
357,0,March,03/02/2017,12:20:00,03/02/2017,23:45:00,Vermont,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,9052,11.416666666666666,103343.66666666666
358,0,March,03/06/2017,20:00:00,03/07/2017,01:00:00,Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,97734,5.0,488670.0
359,0,March,03/08/2017,11:30:00,03/08/2017,19:52:00,Ohio,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,71012,8.366666666666667,594133.7333333334
360,0,March,03/08/2017,12:00:00,03/11/2017,11:31:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,800000,71.51666666666667,57213333.333333336
361,0,March,03/08/2017,09:30:00,03/11/2017,05:00:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,343000,67.5,23152500.0
362,0,March,03/08/2017,13:30:00,03/08/2017,16:30:00,New York,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,0,106869,3.0,320607.0
363,0,March,03/12/2017,09:56:00,03/12/2017,11:20:00,California,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,1,1.4,1.4
364,0,March,03/21/2017,20:00:00,03/22/2017,09:15:00,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,857,257000,13.25,3405250.0
365,0,March,03/24/2017,06:29:00,03/24/2017,07:13:00,Oregon,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Sabotage,0,0,0.7333333333333333,0.0
366,0,March,03/28/2017,16:07:00,03/28/2017,16:08:00,Oregon,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0,0.016666666666666666,0.0
367,0,March,03/29/2017,03:30:00,03/31/2017,06:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,175000,50.5,8837500.0
368,0,March,03/31/2017,19:15:00,03/31/2017,21:07:00,Mississippi,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,1.8666666666666667,0.0
369,0,April,04/03/2017,11:00:00,04/03/2017,20:00:00,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,290,43165,9.0,388485.0
370,0,April,04/03/2017,11:00:00,04/03/2017,20:00:00,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,290,43165,9.0,388485.0
371,0,April,04/07/2017,08:15:00,04/08/2017,00:14:00,Oregon,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,76933,15.983333333333333,1229645.7833333332
372,0,April,04/07/2017,08:15:00,04/08/2017,00:14:00,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,76933,15.983333333333333,1229645.7833333332
373,0,April,04/07/2017,04:33:00,04/07/2017,08:20:00,Oregon,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,64852,3.783333333333333,245356.73333333334
374,0,April,04/13/2017,07:50:00,04/13/2017,08:07:00,Washington,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Sabotage,53,10000,0.2833333333333333,2833.3333333333335
375,0,April,04/17/2017,09:25:00,04/17/2017,09:26:00,Utah,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Sabotage,0,0,0.016666666666666666,0.0
376,0,April,04/20/2017,16:00:00,04/20/2017,18:00:00,Wyoming,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems, Vandalism,0,0,2.0,0.0
377,0,April,04/21/2017,10:34:00,04/21/2017,15:55:00,Kentucky,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems, Vandalism,0,0,5.35,0.0
378,0,April,04/21/2017,09:06:00,04/21/2017,17:45:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,130,88000,8.65,761200.0
379,0,April,04/23/2017,23:55:00,04/23/2017,23:56:00,Oregon,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,0.016666666666666666,0.0
380,0,April,04/24/2017,05:32:00,04/24/2017,06:33:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,240,74698,1.0166666666666666,75942.96666666666
381,0,April,04/30/2017,01:00:00,04/30/2017,17:45:00,Arkansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,48391,16.75,810549.25
382,0,April,04/30/2017,01:00:00,04/30/2017,17:45:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,48391,16.75,810549.25
383,0,April,04/30/2017,01:00:00,04/30/2017,17:45:00,Mississippi,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,48391,16.75,810549.25
384,0,May,05/01/2017,23:14:00,05/01/2017,23:34:00,Ohio,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,92390,0.3333333333333333,30796.666666666664
385,0,May,05/03/2017,19:05:00,05/03/2017,21:00:00,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,878,0,1.9166666666666667,0.0
386,0,May,05/03/2017,18:58:00,05/03/2017,21:15:00,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,572,0,2.283333333333333,0.0
387,0,May,05/04/2017,05:00:00,05/04/2017,22:00:00,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,200,30188,17.0,513196.0
388,0,May,05/04/2017,05:00:00,05/04/2017,22:00:00,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,200,30188,17.0,513196.0
389,0,May,05/07/2017,23:30:00,05/08/2017,05:00:00,Kentucky,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,80,0,5.5,0.0
390,0,May,05/11/2017,11:05:00,05/11/2017,13:05:00,Washington,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2.0,0.0
391,0,May,05/21/2017,16:44:00,05/21/2017,17:43:00,Idaho,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,21,9598,0.9833333333333333,9438.033333333333
392,0,May,05/23/2017,05:02:00,05/23/2017,08:40:00,Tennessee,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,10,4700,3.6333333333333333,17076.666666666668
393,0,May,05/28/2017,19:30:00,05/29/2017,22:00:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51500,26.5,1364750.0
394,0,May,05/28/2017,19:30:00,05/29/2017,22:00:00,Texas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51500,26.5,1364750.0
395,0,May,05/28/2017,16:27:00,05/28/2017,16:28:00,Nevada,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,0.016666666666666666,0.0
396,0,May,05/28/2017,19:30:00,05/29/2017,22:00:00,Louisiana,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51500,26.5,1364750.0
397,0,May,05/28/2017,19:30:00,05/29/2017,22:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51500,26.5,1364750.0
398,0,June,06/07/2017,13:12:00,06/07/2017,13:13:00,Washington,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,0,0,0.016666666666666666,0.0
399,0,June,06/11/2017,13:25:00,06/11/2017,19:15:00,Wisconsin,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,53610,5.833333333333333,312725.0
400,0,June,06/11/2017,14:39:00,06/11/2017,17:55:00,Michigan,RFC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,63,0,3.2666666666666666,0.0
401,0,June,06/11/2017,07:00:00,06/11/2017,11:22:00,Minnesota,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,70000,4.366666666666666,305666.6666666666
402,0,June,06/15/2017,17:00:00,06/15/2017,22:00:00,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,275,41356,5.0,206780.0
403,0,June,06/15/2017,17:00:00,06/15/2017,22:00:00,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,275,41356,5.0,206780.0
404,0,June,06/16/2017,20:00:00,06/17/2017,06:00:00,Arkansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,76000,10.0,760000.0
405,0,June,06/17/2017,21:00:00,06/18/2017,07:00:00,Kansas,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,42368,10.0,423680.0
406,0,June,06/17/2017,21:00:00,06/18/2017,07:00:00,Missouri,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,42368,10.0,423680.0
407,0,June,06/21/2017,00:00:00,06/21/2017,01:00:00,Oregon,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack,0,0,1.0,0.0
408,0,June,06/22/2017,18:00:00,06/25/2017,12:45:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,118631,66.75,7918619.25
409,0,June,06/30/2017,07:45:00,06/30/2017,07:46:00,Idaho,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,0,0,0.016666666666666666,0.0
410,0,July,07/07/2017,03:30:00,07/08/2017,19:30:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,160000,40.0,6400000.0
411,0,July,07/08/2017,18:52:00,07/09/2017,08:00:00,California,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,645,176867,13.133333333333333,2322853.2666666666
412,0,July,07/11/2017,10:00:00,07/11/2017,12:00:00,Minnesota,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2.0,0.0
413,0,July,07/12/2017,12:25:00,07/15/2017,09:00:00,Tennessee,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,68.58333333333333,0.0
414,0,July,07/18/2017,16:23:00,07/18/2017,18:39:00,Nevada,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,0,0,2.2666666666666666,0.0
415,0,July,07/20/2017,01:00:00,07/20/2017,09:46:00,Utah,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,8.766666666666667,0.0
416,0,July,07/22/2017,22:00:00,07/23/2017,12:00:00,Kansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,56270,14.0,787780.0
417,0,July,07/22/2017,22:00:00,07/23/2017,12:00:00,Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,56270,14.0,787780.0
418,0,July,07/27/2017,06:00:00,07/27/2017,11:29:00,California,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,5.483333333333333,0.0
419,0,August,08/05/2017,13:20:00,08/05/2017,14:20:00,California,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,1.0,0.0
420,0,August,08/21/2017,23:41:00,08/22/2017,00:21:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,1,2,0.6666666666666666,1.3333333333333333
421,0,August,08/25/2017,18:30:00,09/05/2017,17:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,330000,262.5,86625000.0
422,0,August,08/25/2017,18:17:00,09/02/2017,17:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,220400,190.71666666666667,42033953.333333336
423,0,August,08/26/2017,06:26:00,09/08/2017,00:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,1076868,305.56666666666666,329054965.2
424,0,August,08/26/2017,00:39:00,08/26/2017,00:52:00,Texas,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,0,0.21666666666666667,0.0
425,0,August,08/27/2017,05:10:00,09/08/2017,00:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,1076868,282.8333333333333,304574166.0
426,0,August,08/31/2017,14:49:00,08/31/2017,17:14:00,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Severe Weather,100,0,2.4166666666666665,0.0
427,0,September,09/01/2017,15:41:00,09/01/2017,20:30:00,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Severe Weather,337,0,4.816666666666666,0.0
428,0,September,09/10/2017,18:35:00,09/13/2017,17:00:00,Florida,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,4500,1000000,70.41666666666667,70416666.66666667
429,0,September,09/11/2017,02:27:00,09/15/2017,20:44:00,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,132,39659,114.28333333333333,4532362.716666667
430,0,September,09/11/2017,17:30:00,09/13/2017,09:30:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,365,132864,40.0,5314560.0
431,0,September,09/11/2017,17:30:00,09/13/2017,09:30:00,South Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,365,132864,40.0,5314560.0
432,0,September,09/11/2017,12:55:00,09/12/2017,08:00:00,South Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,687,154832,19.083333333333332,2954710.6666666665
433,0,October,10/04/2017,01:20:00,10/04/2017,03:00:00,Mississippi,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0,1.6666666666666667,0.0
434,0,October,10/09/2017,02:03:00,10/17/2017,13:30:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,177,117900,203.45,23986755.0
435,0,October,10/16/2017,15:55:00,2017-10-16 00:00:00,16:10:00,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,0.25,0.0
436,0,October,10/16/2017,15:45:00,10/16/2017,16:09:00,Montana,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,0.4,0.0
437,0,October,10/16/2017,15:45:00,10/16/2017,16:09:00,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,0.4,0.0
438,0,October,10/19/2017,16:01:00,10/19/2017,16:02:00,Utah,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspected Physical Attack,0,0,0.016666666666666666,0.0
439,0,October,10/20/2017,03:44:00,10/20/2017,03:45:00,Washington,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,900,0,0.016666666666666666,0.0
440,0,October,10/20/2017,18:30:00,10/20/2017,22:22:00,Texas,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,3.8666666666666667,0.0
441,0,October,10/22/2017,08:45:00,10/22/2017,14:00:00,Arkansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0,5.25,0.0
442,0,October,10/22/2017,08:45:00,10/22/2017,14:00:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0,5.25,0.0
443,0,October,10/22/2017,08:45:00,10/22/2017,14:00:00,Mississippi,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0,5.25,0.0
444,0,October,10/22/2017,08:45:00,10/22/2017,14:00:00,Texas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0,5.25,0.0
445,0,October,10/23/2017,17:50:00,10/24/2017,18:17:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,440,57572,24.45,1407635.4
446,0,October,10/23/2017,17:50:00,10/24/2017,18:17:00,South Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,440,57572,24.45,1407635.4
447,0,October,10/25/2017,12:00:00,10/25/2017,16:00:00,California,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Suspicious Activity,0,0,4.0,0.0
448,0,October,10/26/2017,08:17:00,10/26/2017,08:41:00,Montana,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,0.4,0.0
449,0,October,10/26/2017,08:17:00,10/26/2017,08:41:00,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,0.4,0.0
450,0,October,10/26/2017,08:17:00,10/26/2017,08:41:00,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,0.4,0.0
451,0,October,10/29/2017,23:40:00,11/01/2017,18:08:00,Connecticut,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51742,66.46666666666667,3439118.2666666666
452,0,October,10/29/2017,23:40:00,11/01/2017,18:08:00,Massachusetts,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51742,66.46666666666667,3439118.2666666666
453,0,October,10/29/2017,23:40:00,11/01/2017,18:08:00,Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51742,66.46666666666667,3439118.2666666666
454,0,October,10/29/2017,23:40:00,11/01/2017,18:08:00,New Hampshire,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51742,66.46666666666667,3439118.2666666666
455,0,October,10/29/2017,23:40:00,11/01/2017,18:08:00,Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51742,66.46666666666667,3439118.2666666666
456,0,October,10/29/2017,23:40:00,11/01/2017,18:08:00,Vermont,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,51742,66.46666666666667,3439118.2666666666
457,0,November,11/01/2017,15:40:00,11/01/2017,22:00:00,Kentucky,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,0,0,6.333333333333333,0.0
458,0,November,11/05/2017,19:35:00,11/05/2017,23:09:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,89216,3.566666666666667,318203.73333333334
459,0,November,11/09/2017,08:45:00,11/09/2017,14:00:00,Colorado,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,5.25,0.0
460,0,November,11/13/2017,16:33:00,11/16/2017,06:00:00,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,85,68430,61.45,4205023.5
461,0,November,11/13/2017,02:00:00,11/15/2017,08:17:00,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,236100,54.28333333333333,12816295.0
462,0,November,11/16/2017,15:05:00,11/16/2017,15:06:00,Oregon,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,0.016666666666666666,0.0
463,0,November,11/24/2017,17:06:00,11/26/2017,17:22:00,Nevada,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,48.266666666666666,0.0
464,0,December,12/05/2017,06:30:00,12/06/2017,10:00:00,Michigan,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,117500,27.5,3231250.0
465,0,December,12/05/2017,06:50:00,12/05/2017,09:00:00,Louisiana,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2.1666666666666665,0.0
466,0,December,12/07/2017,20:00:00,12/08/2017,17:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,88000,21.0,1848000.0
467,0,December,12/08/2017,09:30:00,12/08/2017,22:30:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,39500,13.0,513500.0
468,0,December,12/08/2017,09:30:00,12/08/2017,22:30:00,Mississippi,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,39500,13.0,513500.0
469,0,December,12/08/2017,10:00:00,12/10/2017,20:50:00,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,865,100624,58.833333333333336,5920045.333333334
470,0,December,12/08/2017,10:00:00,12/10/2017,20:50:00,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,865,100624,58.833333333333336,5920045.333333334
471,0,December,12/08/2017,10:00:00,12/10/2017,20:50:00,Mississippi,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,865,100624,58.833333333333336,5920045.333333334
472,0,December,12/10/2017,01:25:00,12/10/2017,02:30:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,110,51323,1.0833333333333333,55599.916666666664
473,0,December,12/12/2017,02:22:00,12/12/2017,02:25:00,New York,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,3,1208,0.05,60.400000000000006
474,0,December,12/13/2017,09:55:00,12/13/2017,14:45:00,New York,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,4.833333333333333,0.0
475,0,December,12/18/2017,13:00:00,12/18/2017,17:00:00,Mississippi,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,4.0,0.0
476,0,December,12/19/2017,08:40:00,12/19/2017,10:36:00,Florida,FRCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,1.9333333333333333,0.0
477,0,December,12/29/2017,06:15:00,12/29/2017,11:44:00,Texas,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0,5.483333333333333,0.0
478,0,December,12/31/2017,23:54:00,01/01/2018,14:14:00,Colorado,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,14.333333333333334,0.0
479,0,January ,01/01/2018,18:21:00,01/02/2018,18:11:00,Tennessee,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system ,Severe Weather,0,0,23.833333333333332,0.0
480,0,January,01/01/2018,21:37:00,01/02/2018,10:30:00,Tennessee,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system ,System Operations,0,0,12.883333333333333,0.0
481,0,January,01/02/2018,10:00:00,02/12/2018,08:00:00,New York,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,675,0,982.0,0.0
482,0,January,01/02/2018,06:45:00,01/02/2018,09:00:00,North Carolina,SERC,System-wide voltage reductions of 3 percent or more,Severe Weather,14998,0,2.25,0.0
483,0,January,01/02/2018,06:45:00,01/02/2018,09:00:00,South Carolina,SERC,System-wide voltage reductions of 3 percent or more,Severe Weather,14998,0,2.25,0.0
